file_name,host,host_type,collection_date,country,province,expected_role,genotype
EPI_ISL_19604828,turkey_vulture,domesticated bird,2022-04-28,USA,New York,american_anchor,B1.1
EPI_ISL_19604852,turkey_vulture,domesticated bird,2022-05-11,USA,Wyoming,american_anchor,B2.1
EPI_ISL_19604853,turkey_vulture,domesticated bird,2022-09-19,USA,Wyoming,american_anchor,B2.2
EPI_ISL_19604854,turkey_vulture,domesticated bird,2022-09-20,USA,Wyoming,american_anchor,B2.2
EPI_ISL_19604888,vulture,wild bird,2022-05-16,USA,New Jersey,american_anchor,B1.1
EPI_ISL_19605050,snow_goose,wild bird,2022-05-06,USA,Washington,american_anchor,B4.1
EPI_ISL_19605056,snowy_owl,wild bird,2022-04-01,USA,Massachusetts,american_anchor,A1
EPI_ISL_19605115,turkey_vulture,domesticated bird,2022-08-03,USA,California,american_anchor,B4.1
EPI_ISL_19605117,turkey_vulture,domesticated bird,2022-08-03,USA,California,american_anchor,B4.1
EPI_ISL_19605122,trumpeter_swan,wild bird,2022-09-14,USA,Wyoming,american_anchor,B3.2
EPI_ISL_19605136,trumpeter_swan,wild bird,2022-09-16,USA,Montana,american_anchor,B3.2
EPI_ISL_19605157,trumpeter_swan,wild bird,2022-08-29,USA,Minnesota,american_anchor,B3.2
EPI_ISL_19605158,trumpeter_swan,wild bird,2022-08-29,USA,Minnesota,american_anchor,B3.2
EPI_ISL_19605165,wood_duck,wild bird,2022-08-25,USA,Minnesota,american_anchor,B3.2
EPI_ISL_19605169,wood_duck,wild bird,2022-05-10,USA,Pennsylvania,american_anchor,B1.1
EPI_ISL_19605188,wood_duck,wild bird,2022-09-09,USA,Minnesota,american_anchor,B1.3
EPI_ISL_19605218,wood_duck,wild bird,2022-09-15,USA,Iowa,american_anchor,B1.3
EPI_ISL_19605219,wood_duck,wild bird,2022-06-14,USA,Michigan,american_anchor,B2.1
EPI_ISL_19605246,goose,wild bird,2022-06-08,USA,Utah,american_anchor,B3.2
EPI_ISL_19605248,goose,wild bird,2022-06-08,USA,Utah,american_anchor,B3.2
EPI_ISL_19605252,goose,wild bird,2022-08-30,USA,Utah,american_anchor,B3.2
EPI_ISL_19605272,black_skimmer,wild bird,2022-09-14,USA,New York,american_anchor,B1.2
EPI_ISL_19605274,common_goldeneye,wild bird,2022-05-19,USA,Minnesota,american_anchor,B2.1
EPI_ISL_19605278,goose,wild bird,2022-09-01,USA,California,american_anchor,B4.1
EPI_ISL_19605290,goose,wild bird,2022-03-14,USA,Illinois,american_anchor,A1
EPI_ISL_19605479,red_tailed_hawk,wild bird,2022-05-18,USA,Wyoming,american_anchor,B4.1
EPI_ISL_19605581,Ring-billed_gull,wild bird,2022-09-28,USA,Colorado,american_anchor,B3.2
EPI_ISL_19605587,Ring-billed_gull,wild bird,2022-08-25,USA,Wisconsin,american_anchor,B1.3
EPI_ISL_19605598,red_tailed_hawk,wild bird,2022-06-14,USA,Pennsylvania,american_anchor,B1.1
EPI_ISL_19605609,red_tailed_hawk,wild bird,2022-06-10,USA,Washington,american_anchor,B4.1
EPI_ISL_19605610,red_tailed_hawk,wild bird,2022-06-10,USA,Washington,american_anchor,B4.1
EPI_ISL_19605697,red_tailed_hawk,wild bird,2022-09-13,USA,Oregon,american_anchor,B2.1
EPI_ISL_19605698,red_tailed_hawk,wild bird,2022-07-30,USA,Oregon,american_anchor,B4.1
EPI_ISL_19605707,red_tailed_hawk,wild bird,2022-05-25,USA,Indiana,american_anchor,B1.2
EPI_ISL_19605712,red_tailed_hawk,wild bird,2022-06-10,USA,Massachusetts,american_anchor,A2
EPI_ISL_19605721,red_tailed_hawk,wild bird,2022-05-23,USA,Michigan,american_anchor,B2.1
EPI_ISL_19605722,red_tailed_hawk,wild bird,2022-06-10,USA,Massachusetts,american_anchor,A2
EPI_ISL_19605808,red_tailed_hawk,wild bird,2022-05-03,USA,North Dakota,american_anchor,B3.2
EPI_ISL_19605811,red_tailed_hawk,wild bird,2022-05-12,USA,North Dakota,american_anchor,B2.1
EPI_ISL_19605814,red_tailed_hawk,wild bird,2022-08-23,USA,Nevada,american_anchor,B2.1
EPI_ISL_19605817,red_tailed_hawk,wild bird,2022-05-05,USA,New York,american_anchor,B1.1
EPI_ISL_19605839,red_tailed_hawk,wild bird,2022-05-09,USA,Minnesota,american_anchor,B2.1
EPI_ISL_19605841,red_tailed_hawk,wild bird,2022-05-04,USA,Minnesota,american_anchor,B2.1
EPI_ISL_19605844,red_tailed_hawk,wild bird,2022-05-23,USA,Minnesota,american_anchor,B2.1
EPI_ISL_19605845,red_tailed_hawk,wild bird,2022-05-23,USA,Minnesota,american_anchor,B3.2
EPI_ISL_19606059,black_vulture,wild bird,2022-05-19,USA,New Jersey,american_anchor,B1.1
EPI_ISL_19606066,black_vulture,wild bird,2022-06-13,USA,New Jersey,american_anchor,B1.1
EPI_ISL_19606075,black_vulture,wild bird,2022-08-02,USA,New Jersey,american_anchor,B1.1
EPI_ISL_19606077,black_vulture,wild bird,2022-08-31,USA,New Jersey,american_anchor,B1.1
EPI_ISL_19606094,black_vulture,wild bird,2022-08-29,USA,New York,american_anchor,B1.1
EPI_ISL_19606098,black_vulture,wild bird,2022-08-02,USA,New Jersey,american_anchor,B1.1
EPI_ISL_19606135,black_vulture,wild bird,2022-05-19,USA,New Jersey,american_anchor,B1.1
EPI_ISL_19606150,black_vulture,wild bird,2022-05-18,USA,New Jersey,american_anchor,B1.1
EPI_ISL_19606193,black_vulture,wild bird,2022-08-08,USA,South Carolina,american_anchor,B1.1
EPI_ISL_19606195,black_vulture,wild bird,2022-08-08,USA,South Carolina,american_anchor,B1.1
EPI_ISL_19606200,black_vulture,wild bird,2022-08-24,USA,South Carolina,american_anchor,B1.1
EPI_ISL_19606220,black_vulture,wild bird,2022-06-06,USA,Pennsylvania,american_anchor,B1.1
EPI_ISL_19606224,black_vulture,wild bird,2022-06-10,USA,Pennsylvania,american_anchor,B1.1
EPI_ISL_19606226,black_vulture,wild bird,2022-06-10,USA,Pennsylvania,american_anchor,B1.1
EPI_ISL_19606227,black_vulture,wild bird,2022-06-07,USA,Pennsylvania,american_anchor,B1.1
EPI_ISL_19606228,black_vulture,wild bird,2022-07-08,USA,Pennsylvania,american_anchor,B1.1
EPI_ISL_19606229,black_vulture,wild bird,2022-07-08,USA,Pennsylvania,american_anchor,B1.1
EPI_ISL_19606230,black_vulture,wild bird,2022-08-15,USA,Pennsylvania,american_anchor,B1.1
EPI_ISL_19606246,black_vulture,wild bird,2022-09-19,USA,Georgia,american_anchor,B1.1
EPI_ISL_19606280,black_vulture,wild bird,2022-08-31,USA,Georgia,american_anchor,B1.1
EPI_ISL_19606321,black_vulture,wild bird,2022-05-19,USA,Maryland,american_anchor,B1.1
EPI_ISL_19606324,black_vulture,wild bird,2022-04-19,USA,Maryland,american_anchor,B1.1
EPI_ISL_19606339,black_vulture,wild bird,2022-06-30,USA,Virginia,american_anchor,B1.1
EPI_ISL_19606344,blue_winged_teal,wild bird,2022-09-24,USA,Texas,american_anchor,B3.2
EPI_ISL_19606346,blue_winged_teal,wild bird,2022-09-24,USA,Texas,american_anchor,B3.2
EPI_ISL_19606349,blue_winged_teal,wild bird,2022-09-24,USA,Texas,american_anchor,B1.3
EPI_ISL_19606351,blue_winged_teal,wild bird,2022-09-24,USA,Texas,american_anchor,B3.2
EPI_ISL_19606366,blue_winged_teal,wild bird,2022-09-10,USA,Oklahoma,american_anchor,B3.2
EPI_ISL_19606369,blue_winged_teal,wild bird,2022-09-10,USA,Oklahoma,american_anchor,B2.2
EPI_ISL_19606382,blue_winged_teal,wild bird,2022-09-22,USA,Texas,american_anchor,B3.2
EPI_ISL_19606390,blue_winged_teal,wild bird,2022-09-10,USA,Oklahoma,american_anchor,B3.2
EPI_ISL_19606397,canada_goose,wild bird,2022-07-05,USA,California,american_anchor,B4.1
EPI_ISL_19606399,canada_goose,wild bird,2022-07-14,USA,California,american_anchor,B4.1
EPI_ISL_19606400,canada_goose,wild bird,2022-07-14,USA,California,american_anchor,B4.1
EPI_ISL_19606401,canada_goose,wild bird,2022-07-20,USA,California,american_anchor,B4.1
EPI_ISL_19606402,canada_goose,wild bird,2022-07-20,USA,California,american_anchor,B4.1
EPI_ISL_19606403,canada_goose,wild bird,2022-07-20,USA,California,american_anchor,B4.1
EPI_ISL_19606404,canada_goose,wild bird,2022-07-25,USA,California,american_anchor,B4.1
EPI_ISL_19606406,canada_goose,wild bird,2022-07-29,USA,California,american_anchor,B4.1
EPI_ISL_19606409,cackling_goose,wild bird,2022-09-05,USA,Alaska,american_anchor,B3.2
EPI_ISL_19606433,blue_winged_teal,wild bird,2022-09-20,USA,Louisiana,american_anchor,B3.2
EPI_ISL_19606434,blue_winged_teal,wild bird,2022-09-20,USA,Louisiana,american_anchor,B3.2
EPI_ISL_19606435,blue_winged_teal,wild bird,2022-09-23,USA,Louisiana,american_anchor,B3.2
EPI_ISL_19606448,blue_winged_teal,wild bird,2022-09-23,USA,Louisiana,american_anchor,B3.2
EPI_ISL_19606450,blue_winged_teal,wild bird,2022-09-23,USA,Louisiana,american_anchor,B3.2
EPI_ISL_19606454,blue_winged_teal,wild bird,2022-09-23,USA,Louisiana,american_anchor,B2.1
EPI_ISL_19606458,black_vulture,wild bird,2022-08-22,USA,Virginia,american_anchor,B1.1
EPI_ISL_19606461,black_vulture,wild bird,2022-08-22,USA,Virginia,american_anchor,B1.1
EPI_ISL_19606475,blue_winged_teal,wild bird,2022-09-24,USA,Colorado,american_anchor,A1
EPI_ISL_19606477,blue_winged_teal,wild bird,2022-09-10,USA,Illinois,american_anchor,B1.3
EPI_ISL_19606485,blue_winged_teal,wild bird,2022-09-13,USA,Minnesota,american_anchor,B3.2
EPI_ISL_19606487,blue_winged_teal,wild bird,2022-09-14,USA,Minnesota,american_anchor,B3.2
EPI_ISL_19606492,blue_winged_teal,wild bird,2022-09-16,USA,Minnesota,american_anchor,B3.2
EPI_ISL_19606498,blue_winged_teal,wild bird,2022-09-14,USA,Minnesota,american_anchor,B3.2
EPI_ISL_19606504,blue_winged_teal,wild bird,2022-09-14,USA,Minnesota,american_anchor,B2.2
EPI_ISL_19606515,blue_winged_teal,wild bird,2022-09-15,USA,Minnesota,american_anchor,B1.3
EPI_ISL_19606518,blue_winged_teal,wild bird,2022-09-15,USA,Minnesota,american_anchor,B1.3
EPI_ISL_19606522,blue_winged_teal,wild bird,2022-09-15,USA,Minnesota,american_anchor,B1.3
EPI_ISL_19606529,blue_winged_teal,wild bird,2022-09-15,USA,Minnesota,american_anchor,B3.2
EPI_ISL_19606530,blue_winged_teal,wild bird,2022-09-16,USA,Minnesota,american_anchor,B3.2
EPI_ISL_19606532,canada_goose,wild bird,2022-07-14,USA,California,american_anchor,B4.1
EPI_ISL_19606541,american_wigeon,wild bird,2022-08-30,USA,North Dakota,american_anchor,B2.2
EPI_ISL_19606545,american_wigeon,wild bird,2022-07-27,USA,Oregon,american_anchor,B4.1
EPI_ISL_19606554,american_wigeon,wild bird,2022-01-25,USA,Tennessee,american_anchor,A1
EPI_ISL_19606555,american_wigeon,wild bird,2022-01-25,USA,Tennessee,american_anchor,A1
EPI_ISL_19606557,american_wigeon,wild bird,2022-01-30,USA,Tennessee,american_anchor,A1
EPI_ISL_19606560,american_white_pelican,wild bird,2022-06-08,USA,Minnesota,american_anchor,B3.2
EPI_ISL_19606563,american_white_pelican,wild bird,2022-07-19,USA,Minnesota,american_anchor,B3.2
EPI_ISL_19606564,american_white_pelican,wild bird,2022-08-19,USA,Minnesota,american_anchor,B3.2
EPI_ISL_19606590,bald_eagle,wild bird,2022-04-28,USA,Illinois,american_anchor,B1.2
EPI_ISL_19606593,bald_eagle,wild bird,2022-06-10,USA,Massachusetts,american_anchor,A2
EPI_ISL_19606594,bald_eagle,wild bird,2022-06-22,USA,Massachusetts,american_anchor,A2
EPI_ISL_19606634,american_crow,wild bird,2022-05-05,USA,North Dakota,american_anchor,B3.2
EPI_ISL_19606635,american_crow,wild bird,2022-05-05,USA,North Dakota,american_anchor,B3.1
EPI_ISL_19606636,american_crow,wild bird,2022-05-12,USA,North Dakota,american_anchor,B3.1
EPI_ISL_19606637,american_crow,wild bird,2022-05-12,USA,North Dakota,american_anchor,B3.1
EPI_ISL_19606638,american_crow,wild bird,2022-05-12,USA,North Dakota,american_anchor,B3.1
EPI_ISL_19606651,american_blue_winged_teal,wild bird,2022-09-10,USA,Minnesota,american_anchor,B1.3
EPI_ISL_19606653,american_blue_winged_teal,wild bird,2022-09-24,USA,Minnesota,american_anchor,B1.3
EPI_ISL_19606656,american_blue_winged_teal,wild bird,2022-08-30,USA,North Dakota,american_anchor,B2.2
EPI_ISL_19606672,bald_eagle,wild bird,2022-05-23,USA,Michigan,american_anchor,B1.1
EPI_ISL_19606675,american_green_winged_teal,wild bird,2022-08-10,USA,Utah,american_anchor,B3.2
EPI_ISL_19606676,american_green_winged_teal,wild bird,2022-08-10,USA,Utah,american_anchor,B1.1
EPI_ISL_19606680,american_white_pelican,wild bird,2022-07-05,USA,California,american_anchor,B4.1
EPI_ISL_19606681,american_white_pelican,wild bird,2022-07-19,USA,California,american_anchor,B4.1
EPI_ISL_19606682,american_white_pelican,wild bird,2022-07-19,USA,California,american_anchor,B4.1
EPI_ISL_19606690,american_white_pelican,wild bird,2022-07-01,USA,Iowa,american_anchor,B3.2
EPI_ISL_19606695,american_white_pelican,wild bird,2022-07-01,USA,Illinois,american_anchor,B3.2
EPI_ISL_19606696,american_white_pelican,wild bird,2022-09-02,USA,Illinois,american_anchor,B1.2
EPI_ISL_19606701,american_green_winged_teal,wild bird,2022-09-02,USA,Alaska,american_anchor,B3.2
EPI_ISL_19606715,american_green_winged_teal,wild bird,2022-09-17,USA,Minnesota,american_anchor,B1.3
EPI_ISL_19606717,american_green_winged_teal,wild bird,2022-09-17,USA,Minnesota,american_anchor,B1.3
EPI_ISL_19606726,bald_eagle,wild bird,2022-05-23,USA,Michigan,american_anchor,B1.2
EPI_ISL_19606732,black_vulture,wild bird,2022-05-20,USA,Florida,american_anchor,B1.1
EPI_ISL_19606742,black_vulture,wild bird,2022-06-26,USA,Florida,american_anchor,B1.1
EPI_ISL_19606744,black_vulture,wild bird,2022-06-26,USA,Florida,american_anchor,B1.1
EPI_ISL_19606745,black_vulture,wild bird,2022-07-03,USA,Florida,american_anchor,B1.1
EPI_ISL_19606747,black_vulture,wild bird,2022-07-05,USA,Florida,american_anchor,B1.1
EPI_ISL_19606748,black_vulture,wild bird,2022-07-02,USA,Florida,american_anchor,B1.1
EPI_ISL_19606749,black_vulture,wild bird,2022-07-02,USA,Florida,american_anchor,B1.1
EPI_ISL_19606763,black_vulture,wild bird,2022-03-21,USA,Florida,american_anchor,B1.1
EPI_ISL_19606766,black_vulture,wild bird,2022-04-27,USA,Florida,american_anchor,B1.1
EPI_ISL_19606773,black_vulture,wild bird,2022-05-02,USA,Florida,american_anchor,B1.1
EPI_ISL_19606780,black_vulture,wild bird,2022-07-10,USA,Florida,american_anchor,B1.1
EPI_ISL_19606781,black_vulture,wild bird,2022-07-28,USA,Florida,american_anchor,B1.1
EPI_ISL_19606787,black_vulture,wild bird,2022-08-10,USA,Florida,american_anchor,B1.1
EPI_ISL_19606788,black_vulture,wild bird,2022-08-09,USA,Florida,american_anchor,B1.1
EPI_ISL_19606793,black_vulture,wild bird,2022-08-19,USA,Florida,american_anchor,B1.1
EPI_ISL_19606794,black_vulture,wild bird,2022-08-14,USA,Florida,american_anchor,B1.1
EPI_ISL_19606807,black_vulture,wild bird,2022-08-22,USA,Florida,american_anchor,B1.1
EPI_ISL_19606808,black_vulture,wild bird,2022-08-10,USA,Florida,american_anchor,B1.1
EPI_ISL_19606809,black_vulture,wild bird,2022-08-10,USA,Florida,american_anchor,B1.1
EPI_ISL_19606810,black_vulture,wild bird,2022-08-23,USA,Florida,american_anchor,B1.1
EPI_ISL_19606817,black_vulture,wild bird,2022-07-30,USA,Florida,american_anchor,B1.1
EPI_ISL_19606818,black_vulture,wild bird,2022-08-02,USA,Florida,american_anchor,B1.1
EPI_ISL_19606819,black_vulture,wild bird,2022-07-08,USA,Florida,american_anchor,B1.1
EPI_ISL_19606820,black_vulture,wild bird,2022-07-08,USA,Florida,american_anchor,B1.1
EPI_ISL_19606822,black_vulture,wild bird,2022-07-12,USA,Florida,american_anchor,B1.1
EPI_ISL_19606823,black_vulture,wild bird,2022-07-14,USA,Florida,american_anchor,B1.1
EPI_ISL_19606825,black_vulture,wild bird,2022-07-15,USA,Florida,american_anchor,B1.1
EPI_ISL_19606826,black_vulture,wild bird,2022-07-15,USA,Florida,american_anchor,B1.1
EPI_ISL_19606827,black_vulture,wild bird,2022-07-20,USA,Florida,american_anchor,B1.1
EPI_ISL_19606828,black_vulture,wild bird,2022-07-21,USA,Florida,american_anchor,B1.1
EPI_ISL_19606829,black_vulture,wild bird,2022-07-25,USA,Florida,american_anchor,B1.1
EPI_ISL_19606830,black_vulture,wild bird,2022-07-26,USA,Florida,american_anchor,B1.1
EPI_ISL_19606832,black_vulture,wild bird,2022-07-26,USA,Florida,american_anchor,B1.1
EPI_ISL_19606833,black_vulture,wild bird,2022-07-31,USA,Florida,american_anchor,B1.1
EPI_ISL_19606835,black_vulture,wild bird,2022-08-05,USA,Florida,american_anchor,B1.1
EPI_ISL_19607105,barred_owl,wild bird,2022-05-19,USA,Minnesota,american_anchor,B2.1
EPI_ISL_19607110,bald_eagle,wild bird,2022-06-04,USA,Minnesota,american_anchor,B2.1
EPI_ISL_19607112,bald_eagle,wild bird,2022-09-11,USA,Minnesota,american_anchor,B1.3
EPI_ISL_19607120,bald_eagle,wild bird,2022-05-12,USA,North Dakota,american_anchor,B1.1
EPI_ISL_19607122,bald_eagle,wild bird,2022-04-27,USA,New York,american_anchor,B1.2
EPI_ISL_19607127,bald_eagle,wild bird,2022-06-01,USA,New York,american_anchor,A1
EPI_ISL_19607140,bald_eagle,wild bird,2022-06-14,USA,Michigan,american_anchor,B1.1
EPI_ISL_19607141,bald_eagle,wild bird,2022-06-14,USA,Michigan,american_anchor,B1.1
EPI_ISL_19607143,bald_eagle,wild bird,2022-08-10,USA,Michigan,american_anchor,B1.2
EPI_ISL_19607169,bald_eagle,wild bird,2022-08-28,USA,Washington,american_anchor,B4.1
EPI_ISL_19607172,bald_eagle,wild bird,2022-05-23,USA,Wisconsin,american_anchor,A1
EPI_ISL_19607173,bald_eagle,wild bird,2022-08-18,USA,Wisconsin,american_anchor,B1.3
EPI_ISL_19607179,barred_owl,wild bird,2022-05-10,USA,Minnesota,american_anchor,B3.2
EPI_ISL_19607182,bald_eagle,wild bird,2022-08-28,USA,Washington,american_anchor,B4.1
EPI_ISL_19607183,bald_eagle,wild bird,2022-08-17,USA,Washington,american_anchor,B4.1
EPI_ISL_19607190,bald_eagle,wild bird,2022-05-11,USA,Pennsylvania,american_anchor,A1
EPI_ISL_19607193,bald_eagle,wild bird,2022-05-05,USA,South Dakota,american_anchor,B2.1
EPI_ISL_19607206,bald_eagle,wild bird,2022-07-30,USA,Washington,american_anchor,B4.1
EPI_ISL_19607208,canada_goose,wild bird,2022-08-05,USA,California,american_anchor,B4.1
EPI_ISL_19607209,canada_goose,wild bird,2022-08-08,USA,California,american_anchor,B4.1
EPI_ISL_19607210,canada_goose,wild bird,2022-08-08,USA,California,american_anchor,B4.1
EPI_ISL_19607211,great_horned_owl,wild bird,2022-05-02,USA,North Dakota,american_anchor,B2.1
EPI_ISL_19607213,great_horned_owl,wild bird,2022-05-12,USA,North Dakota,american_anchor,B3.1
EPI_ISL_19607221,great_horned_owl,wild bird,2022-05-26,USA,Oregon,american_anchor,B4.1
EPI_ISL_19607222,great_horned_owl,wild bird,2022-07-14,USA,Oregon,american_anchor,Not assigned: No Matching Genotypes
EPI_ISL_19607235,great_horned_owl,wild bird,2022-09-19,USA,Oregon,american_anchor,B4.1
EPI_ISL_19607260,great_horned_owl,wild bird,2022-06-09,USA,Montana,american_anchor,B2.1
EPI_ISL_19607290,great_horned_owl,wild bird,2022-05-01,USA,Wyoming,american_anchor,B2.1
EPI_ISL_19607293,great_horned_owl,wild bird,2022-05-09,USA,Washington,american_anchor,B3.2
EPI_ISL_19607301,great_horned_owl,wild bird,2022-04-22,USA,Wisconsin,american_anchor,B1.2
EPI_ISL_19607309,great_horned_owl,wild bird,2022-04-27,USA,Wyoming,american_anchor,B2.1
EPI_ISL_19607314,great_horned_owl,wild bird,2022-05-09,USA,Minnesota,american_anchor,B2.1
EPI_ISL_19607317,great_horned_owl,wild bird,2022-05-09,USA,Minnesota,american_anchor,B2.1
EPI_ISL_19607340,great_horned_owl,wild bird,2022-08-31,USA,California,american_anchor,B4.1
EPI_ISL_19607355,great_black_backed_gull,wild bird,2022-06-10,USA,Maine,american_anchor,A2
EPI_ISL_19607357,great_black_backed_gull,wild bird,2022-06-24,USA,Maine,american_anchor,A2
EPI_ISL_19607358,great_black_backed_gull,wild bird,2022-06-29,USA,New Hampshire,american_anchor,A2
EPI_ISL_19607359,great_black_backed_gull,wild bird,2022-06-29,USA,New Hampshire,american_anchor,A2
EPI_ISL_19607386,great_horned_owl,wild bird,2022-05-03,USA,Minnesota,american_anchor,B1.2
EPI_ISL_19607387,great_horned_owl,wild bird,2022-05-04,USA,Minnesota,american_anchor,B2.1
EPI_ISL_19607391,great_horned_owl,wild bird,2022-05-03,USA,Minnesota,american_anchor,A1
EPI_ISL_19607408,great_horned_owl,wild bird,2022-05-09,USA,Idaho,american_anchor,B2.1
EPI_ISL_19607414,great_horned_owl,wild bird,2022-02-28,USA,Massachusetts,american_anchor,A1
EPI_ISL_19607415,great_horned_owl,wild bird,2022-06-26,USA,Massachusetts,american_anchor,A1
EPI_ISL_19607531,hawk,wild bird,2022-05-12,USA,Utah,american_anchor,B2.1
EPI_ISL_19607533,hawk,wild bird,2022-06-08,USA,Utah,american_anchor,B3.2
EPI_ISL_19607534,hawk,wild bird,2022-06-09,USA,Utah,american_anchor,B2.1
EPI_ISL_19607544,herring_gull,wild bird,2022-06-24,USA,Maine,american_anchor,A2
EPI_ISL_19607551,herring_gull,wild bird,2022-06-10,USA,Massachusetts,american_anchor,A2
EPI_ISL_19607552,hawk,wild bird,2022-06-08,USA,North Dakota,american_anchor,B2.1
EPI_ISL_19607564,gull,wild bird,2022-08-02,USA,Utah,american_anchor,B2.2
EPI_ISL_19607575,hawk,wild bird,2022-05-16,USA,Montana,american_anchor,B3.1
EPI_ISL_19607576,hawk,wild bird,2022-05-16,USA,Montana,american_anchor,B4.1
EPI_ISL_19607628,horned_grebe,?,2022-06-03,USA,Wyoming,american_anchor,A1
EPI_ISL_19607631,herring_gull,wild bird,2022-07-07,USA,New York,american_anchor,B2.1
EPI_ISL_19607636,canada_goose,wild bird,2022-09-13,USA,North Dakota,american_anchor,B2.2
EPI_ISL_19607649,canada_goose,wild bird,2022-09-12,USA,New York,american_anchor,B1.2
EPI_ISL_19607652,canada_goose,wild bird,2022-09-21,USA,New York,american_anchor,B1.3
EPI_ISL_19607654,canada_goose,wild bird,2022-09-09,USA,New York,american_anchor,B1.3
EPI_ISL_19607655,canada_goose,wild bird,2022-08-25,USA,Montana,american_anchor,B4.1
EPI_ISL_19607656,canada_goose,wild bird,2022-05-16,USA,Montana,american_anchor,B4.1
EPI_ISL_19607658,canada_goose,wild bird,2022-07-20,USA,Maine,american_anchor,A2
EPI_ISL_19607683,canada_goose,wild bird,2022-09-23,USA,New York,american_anchor,B1.2
EPI_ISL_19607698,canada_goose,wild bird,2022-08-24,USA,Utah,american_anchor,B3.2
EPI_ISL_19607699,canada_goose,wild bird,2022-08-24,USA,Utah,american_anchor,B2.2
EPI_ISL_19607714,canada_goose,wild bird,2022-09-29,USA,Ohio,american_anchor,B1.2
EPI_ISL_19607716,canada_goose,wild bird,2022-05-10,USA,Oregon,american_anchor,B4.1
EPI_ISL_19607721,canada_goose,wild bird,2022-06-12,USA,Oregon,american_anchor,B4.1
EPI_ISL_19607723,canada_goose,wild bird,2022-06-23,USA,Oregon,american_anchor,B2.1
EPI_ISL_19607724,canada_goose,wild bird,2022-07-01,USA,Oregon,american_anchor,B4.1
EPI_ISL_19607725,canada_goose,wild bird,2022-07-05,USA,Oregon,american_anchor,B4.1
EPI_ISL_19607726,canada_goose,wild bird,2022-07-11,USA,Oregon,american_anchor,B4.1
EPI_ISL_19607727,canada_goose,wild bird,2022-07-08,USA,Oregon,american_anchor,B4.1
EPI_ISL_19607728,canada_goose,wild bird,2022-07-09,USA,Oregon,american_anchor,B4.1
EPI_ISL_19607729,canada_goose,wild bird,2022-08-01,USA,Oregon,american_anchor,B4.1
EPI_ISL_19607731,canada_goose,wild bird,2022-08-04,USA,Oregon,american_anchor,B4.1
EPI_ISL_19607734,canada_goose,wild bird,2022-08-24,USA,Massachusetts,american_anchor,B1.2
EPI_ISL_19607750,canada_goose,wild bird,2022-05-17,USA,Colorado,american_anchor,B1.1
EPI_ISL_19607753,canada_goose,wild bird,2022-09-29,USA,Colorado,american_anchor,B4.1
EPI_ISL_19607763,canada_goose,wild bird,2022-09-26,USA,Colorado,american_anchor,B2.2
EPI_ISL_19607766,canada_goose,wild bird,2022-09-28,USA,California,american_anchor,B4.1
EPI_ISL_19607768,canada_goose,wild bird,2022-08-16,USA,California,american_anchor,B4.1
EPI_ISL_19607770,canada_goose,wild bird,2022-08-17,USA,California,american_anchor,B4.1
EPI_ISL_19607776,canada_goose,wild bird,2022-09-07,USA,California,american_anchor,B4.1
EPI_ISL_19607780,canada_goose,wild bird,2022-09-19,USA,California,american_anchor,B4.1
EPI_ISL_19607781,canada_goose,wild bird,2022-09-19,USA,California,american_anchor,B4.1
EPI_ISL_19607787,canada_goose,wild bird,2022-09-28,USA,California,american_anchor,B4.1
EPI_ISL_19607788,canada_goose,wild bird,2022-09-28,USA,California,american_anchor,B4.1
EPI_ISL_19607795,canada_goose,wild bird,2022-09-17,USA,Idaho,american_anchor,B4.1
EPI_ISL_19607797,canada_goose,wild bird,2022-09-19,USA,Idaho,american_anchor,B2.2
EPI_ISL_19607803,canada_goose,wild bird,2022-08-26,USA,Indiana,american_anchor,B1.3
EPI_ISL_19607804,canada_goose,wild bird,2022-06-04,USA,Idaho,american_anchor,B3.2
EPI_ISL_19607807,canada_goose,wild bird,2022-09-21,USA,Massachusetts,american_anchor,B1.2
EPI_ISL_19607808,canada_goose,wild bird,2022-09-21,USA,Massachusetts,american_anchor,B1.2
EPI_ISL_19607817,canada_goose,wild bird,2022-05-31,USA,Idaho,american_anchor,B3.2
EPI_ISL_19607862,canada_goose,wild bird,2022-05-05,USA,Idaho,american_anchor,B4.1
EPI_ISL_19607871,eared_grebe,?,2022-09-27,USA,Utah,american_anchor,B3.2
EPI_ISL_19607875,eared_grebe,?,2022-06-06,USA,Wyoming,american_anchor,A1
EPI_ISL_19607880,gadwall,wild bird,2022-09-20,USA,Alaska,american_anchor,B3.2
EPI_ISL_19607893,double_crested_cormorant,wild bird,2022-06-06,USA,Minnesota,american_anchor,B3.2
EPI_ISL_19607898,double_crested_cormorant,wild bird,2022-06-01,USA,Wisconsin,american_anchor,B1.1
EPI_ISL_19607952,gadwall,wild bird,2022-08-17,USA,Utah,american_anchor,B2.2
EPI_ISL_19607962,glaucous_gull,wild bird,2022-07-15,USA,Alaska,american_anchor,B3.2
EPI_ISL_19608023,gadwall,wild bird,2022-01-25,USA,Tennessee,american_anchor,A1
EPI_ISL_19608027,gadwall,wild bird,2022-01-25,USA,Tennessee,american_anchor,A1
EPI_ISL_19608029,gadwall,wild bird,2022-01-25,USA,Tennessee,american_anchor,A1
EPI_ISL_19608055,caspian_tern,wild bird,2022-08-10,USA,Michigan,american_anchor,A1
